customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1442,Female,0,No,No,29,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,93.61,1534.99,No
CUST-1443,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),52.82,1338.28,No
CUST-1444,Male,0,No,Yes,12,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,53.66,760.49,No
CUST-1445,Male,0,No,No,63,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,83.42,7926.62,No
CUST-1446,Female,0,No,No,37,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),84.07,4141.92,No
CUST-1447,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.83,8206.24,Yes
CUST-1448,Female,0,No,Yes,30,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,80.6,6590.58,No
CUST-1449,Female,0,No,No,41,Yes,No,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,83.79,8107.95,No
CUST-1450,Female,1,Yes,Yes,61,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.75,7385.21,Yes
CUST-1451,Male,0,No,No,63,Yes,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.79,4965.81,Yes
CUST-1452,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,18.91,1933.52,No
CUST-1453,Male,0,Yes,No,43,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.84,2172.83,No
CUST-1454,Male,0,No,No,62,Yes,No,No,No internet service,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),55.6,3168.03,No
CUST-1455,Male,0,No,Yes,39,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,77.57,224.09,Yes
CUST-1456,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,21.43,5674.13,Yes
CUST-1457,Female,0,Yes,No,71,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.89,4726.96,Yes
CUST-1458,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.37,874.9,No
CUST-1459,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.04,7014.66,Yes
CUST-1460,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),60.25,6995.93,No
CUST-1461,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,90.19,1023.71,No
CUST-1462,Male,0,Yes,Yes,32,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.42,1747.39,Yes
CUST-1463,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,24.45,2141.79,Yes
CUST-1464,Male,1,Yes,No,56,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,112.9,4476.52,Yes
CUST-1465,Female,1,Yes,No,64,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.33,8032.79,No
CUST-1466,Female,0,Yes,Yes,51,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,109.24,5660.91,No
CUST-1467,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),26.76,5795.0,Yes
CUST-1468,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),81.77,2489.64,No
CUST-1469,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,73.16,5311.98,No
CUST-1470,Male,0,No,No,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,114.62,1810.26,No
CUST-1471,Female,1,No,No,33,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,58.4,6049.03,No
CUST-1472,Male,0,No,No,34,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.84,2010.07,No
CUST-1473,Female,0,No,No,19,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.41,136.62,No
CUST-1474,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,100.42,4459.95,No
CUST-1475,Female,0,No,Yes,59,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,23.25,2545.6,No
CUST-1476,Male,1,No,No,53,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,21.62,5352.9,No
CUST-1477,Female,0,No,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,100.18,6346.13,No
CUST-1478,Female,0,Yes,Yes,46,No,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,100.4,6920.56,No
CUST-1479,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,38.0,8342.89,No
CUST-1480,Male,0,No,No,3,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),83.75,4730.41,Yes
CUST-1481,Male,0,No,No,9,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),24.43,4110.36,Yes
CUST-1482,Female,0,Yes,Yes,39,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.56,2100.87,No
CUST-1483,Male,1,No,No,54,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.52,6352.85,No
CUST-1484,Male,0,Yes,No,39,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),41.05,4112.3,Yes
CUST-1485,Male,0,No,No,22,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.76,2792.04,No
CUST-1486,Male,0,No,No,14,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),109.16,3683.02,Yes
CUST-1487,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,22.15,3160.5,Yes
CUST-1488,Male,0,No,Yes,39,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),32.37,8317.68,No
CUST-1489,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,43.57,1937.91,No
CUST-1490,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),110.78,3533.97,No
CUST-1491,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,105.72,2624.49,No
CUST-1492,Male,0,No,No,45,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),108.72,1473.81,Yes
CUST-1493,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.84,2558.17,Yes
CUST-1494,Female,0,Yes,No,19,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,41.16,4168.39,Yes
CUST-1495,Male,0,No,No,58,No,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),37.17,5375.35,No
CUST-1496,Female,0,No,Yes,20,Yes,No phone service,No,No internet service,No,No,No,No,No internet service,One year,Yes,Electronic check,106.2,5250.32,Yes
CUST-1497,Female,0,No,No,50,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),41.12,6571.84,No
CUST-1498,Male,1,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),71.08,622.55,Yes
CUST-1499,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),51.17,2684.39,No
CUST-1500,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),67.89,3008.61,No
CUST-1501,Female,0,No,No,66,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,52.58,5889.34,No
CUST-1502,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,47.29,1778.04,Yes
CUST-1503,Male,0,Yes,Yes,28,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,60.73,1835.72,Yes
CUST-1504,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,51.29,825.51,No
CUST-1505,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),101.97,4541.41,No
CUST-1506,Female,0,Yes,No,37,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),76.07,6182.42,No
CUST-1507,Female,0,Yes,No,71,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,35.62,5935.47,No
CUST-1508,Female,0,Yes,Yes,58,No,No phone service,No,No internet service,No,No,Yes,Yes,No,One year,No,Mailed check,41.59,6318.41,No
CUST-1509,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),23.36,1456.31,No
CUST-1510,Male,0,No,Yes,59,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,47.97,4993.16,No
CUST-1511,Male,0,No,No,27,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),84.95,809.55,No
CUST-1512,Male,0,Yes,No,27,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,36.3,8217.37,Yes
CUST-1513,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,27.92,909.37,No
CUST-1514,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),50.1,7461.86,No
CUST-1515,Female,1,Yes,No,66,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,79.25,343.56,No
CUST-1516,Male,0,No,No,54,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),65.28,4523.09,No
CUST-1517,Male,0,Yes,No,37,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.22,7251.1,No
CUST-1518,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,106.3,5400.83,Yes
CUST-1519,Male,0,Yes,Yes,62,No,No,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.86,4206.56,No
CUST-1520,Female,0,No,No,4,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),63.5,1098.36,Yes
CUST-1521,Male,0,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,One year,No,Electronic check,21.17,5609.64,Yes
CUST-1522,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.93,5126.95,No
CUST-1523,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,63.93,3908.34,Yes
CUST-1524,Male,0,Yes,No,57,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,32.51,2010.73,No
CUST-1525,Male,0,Yes,No,43,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.37,1884.99,No
CUST-1526,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,38.24,8245.64,Yes
CUST-1527,Male,0,No,No,6,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,30.21,8203.63,No
CUST-1528,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),61.55,7965.34,No
CUST-1529,Female,0,No,No,44,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,54.33,4394.66,Yes
CUST-1530,Female,0,No,No,15,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),54.01,8400.56,No
CUST-1531,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,43.15,2540.8,Yes
CUST-1532,Female,0,Yes,No,36,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),61.64,3638.84,No
CUST-1533,Male,0,No,No,24,Yes,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),72.75,1496.68,No
CUST-1534,Male,1,No,No,8,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),79.15,3954.56,Yes
CUST-1535,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.98,1587.4,No
CUST-1536,Male,0,No,No,27,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,90.78,579.86,No
CUST-1537,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),20.7,102.66,Yes
CUST-1538,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,93.04,3228.13,Yes
CUST-1539,Male,1,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.3,7631.46,Yes
CUST-1540,Male,0,No,No,55,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,55.0,3727.96,Yes
CUST-1541,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Mailed check,76.07,5494.1,No
CUST-1542,Female,0,No,No,50,Yes,No,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,79.05,6955.39,No
CUST-1543,Male,0,No,Yes,31,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.12,4708.13,No
CUST-1544,Female,1,No,No,47,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,111.79,4795.03,Yes
CUST-1545,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),103.83,4463.65,No
CUST-1546,Female,1,No,No,29,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Mailed check,40.5,1078.98,No
CUST-1547,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,76.89,5409.6,No
CUST-1548,Male,0,Yes,No,23,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,90.1,6151.98,No
CUST-1549,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,39.69,20.36,No
CUST-1550,Male,0,No,No,38,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),19.85,724.96,No
CUST-1551,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,115.56,4612.55,No
CUST-1552,Male,0,No,No,50,No,No,No,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),113.83,7133.93,No
CUST-1553,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),50.03,4539.94,No
CUST-1554,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.91,3703.77,No
CUST-1555,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),33.46,7963.83,No
CUST-1556,Female,0,No,No,18,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,86.71,665.21,No
CUST-1557,Male,0,No,Yes,12,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,93.53,1190.23,No
CUST-1558,Male,0,Yes,Yes,21,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.04,5829.35,No
CUST-1559,Male,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.28,941.05,No
CUST-1560,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,62.87,1164.22,No
CUST-1561,Female,1,Yes,No,31,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),69.64,7413.7,No
CUST-1562,Female,0,Yes,Yes,29,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),72.34,1800.87,No
CUST-1563,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,62.34,5297.48,Yes
CUST-1564,Male,0,No,Yes,3,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.37,3383.31,Yes
CUST-1565,Male,0,No,Yes,66,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,65.18,1177.7,Yes
CUST-1566,Male,1,Yes,No,42,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),52.73,3292.8,Yes
CUST-1567,Female,0,Yes,Yes,29,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),73.66,3548.57,Yes
CUST-1568,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),24.94,5350.08,No
CUST-1569,Female,0,No,Yes,70,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,105.92,1319.9,No
CUST-1570,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),105.54,334.82,Yes
CUST-1571,Female,0,Yes,No,40,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,74.41,5158.01,No
CUST-1572,Female,0,No,Yes,30,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,91.71,572.79,No
CUST-1573,Female,0,Yes,No,48,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.79,1323.1,Yes
CUST-1574,Female,1,No,No,12,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),77.03,8342.83,No
CUST-1575,Male,0,No,Yes,40,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,79.77,211.1,No
CUST-1576,Male,0,Yes,No,27,No,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,53.39,5465.79,No
CUST-1577,Female,0,Yes,No,63,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),114.09,1195.51,No
CUST-1578,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,78.26,6983.22,Yes
CUST-1579,Male,1,No,No,71,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),117.05,4952.54,No
CUST-1580,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),61.24,4025.51,No
CUST-1581,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),21.23,3923.17,No
CUST-1582,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),48.24,5708.95,No
CUST-1583,Female,0,Yes,Yes,1,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,83.08,7131.71,Yes
CUST-1584,Female,1,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.03,76.78,No
CUST-1585,Female,0,Yes,No,60,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),79.52,189.77,No
CUST-1586,Male,0,Yes,Yes,19,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),65.18,2328.94,No
CUST-1587,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.07,6279.94,Yes
CUST-1588,Male,1,No,No,35,No,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Credit card (automatic),32.48,1661.65,No
CUST-1589,Female,0,No,No,45,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Mailed check,23.35,3467.9,No
CUST-1590,Female,0,No,No,36,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),89.12,4323.41,Yes
CUST-1591,Male,0,Yes,No,53,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,101.11,3181.24,No
CUST-1592,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),34.44,3959.04,No
CUST-1593,Female,1,No,No,20,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.52,6792.99,No
CUST-1594,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,65.91,1962.06,No
CUST-1595,Female,0,Yes,Yes,59,Yes,No phone service,No,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),32.28,2789.42,No
CUST-1596,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,59.62,4484.43,Yes
CUST-1597,Male,0,No,No,10,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,114.68,7355.73,Yes
CUST-1598,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.91,1758.79,Yes
CUST-1599,Male,0,Yes,No,36,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,34.69,4468.97,No
CUST-1600,Female,0,Yes,No,59,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),27.88,7446.32,No
CUST-1601,Male,0,Yes,Yes,60,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),62.52,972.25,No
CUST-1602,Female,0,No,Yes,66,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,116.8,6137.2,No
CUST-1603,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),97.33,1915.67,No
CUST-1604,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,47.31,1490.54,No
CUST-1605,Male,0,No,No,70,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),20.63,2022.72,Yes
CUST-1606,Female,0,Yes,No,66,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.13,4283.31,No
CUST-1607,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),34.05,5136.0,No
CUST-1608,Female,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),36.03,1665.63,No
CUST-1609,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,34.23,967.67,No
CUST-1610,Male,0,No,No,43,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),89.96,3857.5,No
CUST-1611,Female,1,No,No,41,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,One year,Yes,Electronic check,21.58,504.84,Yes
